"id","acronym","status","title","startDate","endDate","totalCost","ecMaxContribution","legalBasis","topics","ecSignatureDate","frameworkProgramme","masterCall","subCall","fundingScheme","nature","objective","contentUpdateDate","rcn","grantDoi"
"739648","OCCIM-DEV","CLOSED","Optimised integration of Combined Computational Imaging and image processing for transparent Micro-DEVices","2017-09-01","2018-08-31","61250","61250","H2020-EU.2.3.","INNOSUP-02-2016","2017-02-28","H2020","H2020-INNOSUP-2016-2017","H2020-INNOSUP-02-2016","CSA","","A PhD level candidate with expertise in computational imaging and image processing is sought by TSD to integrate and optimise the performance of a metrology instrument being developed for the inspection of transparent and turbid micro-devices. The skills of the candidate will be critical in reaching the goals of inspection rate and of adaptability of the instrument to tailored specifications required for a successful introduction to the market. The  kills of the candidate will complement the optical and mechanical engineering skills set existing within TSD, giving the candidate great opportunities of personal development into high end metrology instrument development.","2022-08-09 19:37:00","208509","10.3030/739648"
"665216","WEAR3D-POC","CLOSED","Commercialization of Wear3D - Wearable and 3D Display Technology","2015-06-01","2016-11-30","150000","150000","H2020-EU.1.1.","ERC-PoC-2014","2015-05-28","H2020","ERC-2014-PoC","ERC-2014-PoC","ERC-POC","","Wear3D display technology project is an ERC-Advanced project and offers novel optical solutions for wearable (or head-mounted) displays to achieve very wide field-of-view and natural-looking 3D. The Wear3D technology has a lot of potential as the global consumer market for Head Mounted Displays market was valued at USD 342.7 million in 2011, and is expected to reach US$9.3 billion by 2019.The Wear3D technology is very strong on IPR position and the initial results obtained in the lab are very promising. The objective of this proposal is to exploit the commercial potential of the Wear3D display technology. Such a display integrated with imagers and sensors is a breakthrough technology for the next generation human computer interface","2022-08-11 15:23:00","196963","10.3030/665216"
"755652","ASCENT","CLOSED","Active Simulator Cockpit Enhancement","2017-06-01","2019-05-31","2022630","1475430","H2020-EU.3.4.","JTI-CS2-2016-CFP04-LPA-03-08","2017-05-15","H2020","H2020-CS2-CFP04-2016-02","H2020-CS2-CFP04-2016-02","CS2-IA","","The main objective of ASCENT project is to implement the concepts and define other novel functions up to a functional demonstration (pilot in the loop simulation when relevant), in order to validate the functional requirements. The enhance Active Cockpit simulator enviroment shall serve as a pioneering platform test environment for testing possible future technologies that now the aeronautical industry is demanding introducing innovative concepts and ideas that might change or at least modify the operation of the simulators and training procedures of pilots and crews existing nowadays.","2022-07-29 00:36:00","210624","10.3030/755652"
"643317","H-BISS Slovakia 2014","CLOSED","Establishing services enhancing the innovation management capacity of the Slovak SMEs in the Enterprise Europe Network in 2014","2014-07-01","2014-12-31","28000","22400","H2020-EU.2.3.","INNOSUP","2014-11-04","H2020","H2020-Adhoc-2014-20","H2020-Adhoc-2014-20","CSA","","Main objective of the action is improving the innovation management capacity of two SME target groups: (1) Beneficiaries of the SME Instrument by provision of the specialised Key Account Management services, and (2) SMEs with significant innovation activities and a high potential for internationalisation through the targeted Enhancing the innovation management services. The proposed action will implement 10 (ten) seven-day service packages during the pilot action in 2014.","2022-08-08 08:53:00","194020","10.3030/643317"
"683960","SmaRMS COM","CLOSED","Smart Road Modular Sensor  (SmaRMS) Prototype Testing and Commercialization Viability","2015-07-01","2015-12-31","71429","50000","H2020-EU.3.4.","IT-1-2015-1","2015-06-01","H2020","H2020-SMEInst-2014-2015","H2020-SMEINST-1-2015","SME-1","","The Smart Road Modular Sensor  (SmaRMS) Prototype Testing and Commercialization ViabilityThe main purpose is to prepare business plan and to perform first development/testing activities for Smart Road Modular Sensor  (SmaRMS). In the first iteration the sensor will measure temperature of the road at three levels in depth and will be completely energy independent, easy to install and implement into existing Wi-Fi network and road weather information systems (RWIS). The modular nature of the sensor will in future enable the exchange of sensoric module in order to expand its application range.","2022-08-11 12:45:00","197178","10.3030/683960"
"739525","H-BISS Slovakia 2018","CLOSED","Establishing services enhancing the innovation management capacity of the Slovak SMEs in the Enterprise Europe Network in 2017-2018","2017-01-01","2018-12-31","122035","122035","H2020-EU.2.3.","H2020-SGA2-EEN","2017-02-02","H2020","H2020-EEN-SGA2-2017-2018","H2020-EEN-SGA2-2017-2018","CSA","","Main objective of the action is improving the innovation management capacity of two SME target groups: (1) Beneficiaries ofthe SME Instrument by provision of the specialised Key Account Management services, and (2) SMEs with significantinnovation activities and a high potential for internationalisation through the targeted Enhancing the innovation managementservices. The proposed action will implement 54 seven-day service packages during the pilot action in 2017-2018.","2022-08-15 23:48:00","208206","10.3030/739525"
"686533","SMM","CLOSED","Power Density improvement demonstrated on a certified engine","2016-01-01","2018-03-31","825357,5","500000","H2020-EU.3.4.","JTI-CS2-2014-CFP01-ENG-04-01","2015-12-16","H2020","H2020-CS2-CFP01-2014-01","H2020-CS2-CFP01-2014-01","CS2-IA","","SMA currently manufacture a 4 cylinder air cooled diesel engine. It will render this product more competitive in the market place if it has a higher power output (+20%) and is lighter (10%). This proposal by Ilmor Engineering Ltd presents a program of work to achieve these objectives.It is proposed to use start of the art analysis techniques and invent solutions for:-a. Cooling the cylinder head.b. Improved strength coupled with simplified assembly and manufacturing of the crankcase.c. Improved layout of the engine with regard to the turbocharger position.","2022-08-11 11:23:00","199473","10.3030/686533"
"785550","I3PS","CLOSED","Integration of Innovative Ice Protection Systems","2018-03-01","2020-12-31","1350090","1349900","H2020-EU.3.4.","JTI-CS2-2017-CFP06-AIR-02-39","2018-02-13","H2020","H2020-CS2-CFP06-2017-01","H2020-CS2-CFP06-2017-01","CS2-RIA","","This proposal fits within the framework of aircraft effectiveness constant improvement by reducing fuel and power consumptions. Its ultimate goal is to economically remove ice accreting on aircraft structure critical parts and thus increase reliability and mass saving on the global function. By comparison with the present existing solutions which are based on active pneumatic and electro-thermal means the targeted solutions will enable electrical power consumption, cost and mass reductions and ease the overall integration process.The subject of this proposal is to integrate and test two innovative ice protection systems in aircraft structures. The first system is based on two-phase heat transport and will be tested in a turboprop metallic air intake. The second system is based on electromagnetic induction and will be tested on a wing fixed leading edge and on a flap leading edge.","2022-08-24 09:36:00","213822","10.3030/785550"
"692645","MeloVDU","CLOSED","A new architecture for visual display technology based upon recent advances in our understanding  of visual physiology.","2015-12-01","2017-05-31","149250","149250","H2020-EU.1.1.","ERC-PoC-2015","2015-11-05","H2020","ERC-2015-PoC","ERC-2015-PoC","ERC-POC","","The last twenty years has seen a huge improvement in the quality of images produced by commercial visual display units. Nevertheless, they still do not fully recreate the range of sensations we experience during natural vision. We have designed a prototype visual display that will allow us to take advantage of recent developments in visual neurophysiology to address that limitation. We request funds to construct this prototype and explore its performance as a necessary proof of concept for its commercialisation.","2022-08-11 18:36:00","199123","10.3030/692645"
"896370","StringFrob","SIGNED","String topology and homotopy Frobenius algebras","2021-05-01","2023-08-28","207312","207312","H2020-EU.1.3.","MSCA-IF-2019","2020-04-09","H2020","H2020-MSCA-IF-2019","H2020-MSCA-IF-2019","MSCA-IF-EF-ST","","The ultimate goal of this action is to establish that chain-level string topology is not a homotopy invariant. This is achieved by showing that chain-level string topological structures are induced by a homotopy Frobenius structure on the cochain algebra and by connecting the homotopy Frobenius structure with known invariants from quantum field theory. This is broken down into four independent work packages. The first goal is to show that from a Chern-Simons type partition function one can construct a homotopy Frobenius algebra and show that this is essentially an equivalence between the relevant deformation spaces. The second goal is to algebraically construct string topology operations on the Hochschild homology of a homotopy Frobenius algebra. The third goal compares the induced structure on the cyclic homology with the known homotopy involutive Lie bialgebra structure. And ultimately, the fourth goal is to compare the algebraically constructed operations with geometric ones on the loop space under the comparison map given by Chens iterated integrals.","2022-08-24 01:44:00","228679","10.3030/896370"
"741487","QFPROBA","SIGNED","Quantum Fields and Probability","2017-10-01","2023-09-30","2463412","2463412","H2020-EU.1.1.","ERC-2016-ADG","2017-04-21","H2020","ERC-2016-ADG","ERC-2016-ADG","ERC-ADG","","Quantum Field Theory (QFT) has become a universal framework in physics to study systems with infinite number of degrees of freedom. It has also had in the past significant interaction with Probability starting with Constructive QFT and rigorous statistical mechanics. The goal of this proposal is to bring QFT methods to probabilistic problems and  new ideas from Probability to QFT. It concentrates on two concrete topics: (1) Renormalization Group study of rough Stochastic Partial Differential Equations, both their path wise solutions and their space-time correlations and stationary states. These equations are  ubiquitous in non-equilibrium physics and they are mathematically challenging.  (2) The use of Multiplicative Chaos theory in the rigorous construction and study of the Liouville  Conformal Field Theory. Liouville theory is one of the most studied  Conformal Field Theories in physics due to its connection to scaling limits of random surfaces and string theory. It has   many mathematically puzzling features and its rigorous study is now possible. Although the  physical applications of these theories are far apart on the level of mathematical methods they have a  common unity based on renormalization theory that I want to utilize. I think time is ripe for a new fruitful interaction between QFT and Probability.","2022-08-23 22:40:00","210052","10.3030/741487"
"960999","Kite","SIGNED","The first non-invasive device to detect kidney reflux in children","2020-09-01","2023-08-31","3164744,13","1795431","H2020-EU.2.3.","EIC-SMEInst-2018-2020","2020-08-20","H2020","H2020-EIC-SMEInst-2018-2020","H2020-EIC-SMEInst-2018-2020-3","SME-2b","","The first non-invasive device to detect kidney reflux in children","2022-08-24 16:26:00","230830","10.3030/960999"
"888395","RoboSynFarm","CLOSED","Robotic Synthesis Farm","2019-12-01","2020-05-31","71429","50000","H2020-EU.2.3.","EIC-SMEInst-2018-2020","2019-11-15","H2020","H2020-EIC-SMEInst-2018-2020","H2020-SMEInst-2018-2020-1","SME-1","","Scientists in academia and industry who perform R&D in nature and life sciences are facing problems related with commercially availability of synthetic novel compounds. UAB SynHet novel RoboSynFarm approach addresses the disruptive and innovative solution for broader sustainable synthetic compounds accessibility targeted customer demand with significant impact not only on the final, more affordable synthetic product price but also on lower energy consumption and greener environmental impact.","2022-08-17 13:05:00","225950","10.3030/888395"
"877859","ALICE","CLOSED","Armored Liftable anti-Intrusion Control Equipment","2019-09-01","2020-02-29","71429","50000","H2020-EU.2.3.","EIC-SMEInst-2018-2020","2019-08-02","H2020","H2020-EIC-SMEInst-2018-2020","H2020-SMEInst-2018-2020-1","SME-1","","The increasing number of vehicle attacks in Europe and North America has led to an unprecedented demand for new security products for public and private sector. A.L.I.C.E. is the first-ever product of this kind: its a passive barrier specifically designed to restrict entry of unauthorized vehicles into specific facility areas preserving their open and public nature. This disruptive innovation is a tool able to protect “soft targets”, that can be integrated in urban architecture as a design object with multiple functions (plant pot/bicycle stands) reducing psychological and sociological impact related to artificial barrier.","2022-08-16 20:10:00","224649","10.3030/877859"
"854984","SIGNALL","CLOSED","The only technology to successfully translate between signed and spoken languages","2019-03-01","2019-06-30","71429","50000","H2020-EU.2.3.","EIC-SMEInst-2018-2020","2019-02-15","H2020","H2020-EIC-SMEInst-2018-2020","H2020-SMEInst-2018-2020-1","SME-1","","Deaf people struggle in our society because of lack of technologies that can enable them to integrate in work and by using public and private services. There is a lack of human translators who can help them to overcome their barriers. Due to this unfortunately they can never achieve the same treatment as other and suffer from lower quality of life.SignAll Technology Ltd. from Budapest develops SignAll -  the first software-hardware solution in the world that enables spontaneous communication between a deaf persons and a hearing individuals via automated translation technology. SignAll Technology Ltd. has developed the first version of SignAll in the U.S. for American Sign Language (currently in pilot). Now, they want to adapt it and transfer the technology back and commercialize for European markets.","2022-08-19 15:42:00","221109","10.3030/854984"
"672308","ERCSC-VPRES-SUP2015","CLOSED","Support to the Vice-Presidents of the ErC Scientific Council 2015","2015-01-01","2015-12-31","276125","276125","H2020-EU.1.1.","ERC","2015-04-29","H2020","H2020-Adhoc-2014-20","H2020-Adhoc-2014-20","CSA","","The proposed Action will provide the necessary support to the Vice-Presidents of the European Research Council Scientific Council (ERC ScC) to achieve key milestones and deliverables of the ScC, which are required under the Horizon 2020 framework programme.","2022-08-11 12:41:00","196440","10.3030/672308"
"798555","FaMInART","CLOSED","“Family Making in India through Adoption or Reproductive Technology ” An interdisciplinary investigation of preference of Indian couples experiencing infertility regarding means of family formation","2019-07-01","2021-12-31","172800","172800","H2020-EU.1.3.","MSCA-IF-2017","2018-03-19","H2020","H2020-MSCA-IF-2017","H2020-MSCA-IF-2017","MSCA-IF-EF-ST","","The goal of this research project is to understand the socio-cultural and regulatory factors influencing preference of married couples in India suffering from infertility or subfertility regarding means of family formation. I will concentrate on two approaches to family formation; adoption of a child(ren) and assisted reproductive technologies (ARTs) using gamete (egg and/or sperm) donation. The study will focus on Indian couples who are residents of India and exclude members of the Indian diaspora who travel to India seeking adoption and/or ARTs. The objective of the research project will be achieved through three interconnected work packages each with specific research questions and methodology. The first work package involves a systematic literature review of factors influencing uptake of adoption as a means of family formation in India and globally. The second work package comprises of a normative analysis of Indian regulatory frameworks on adoption and use of ARTs (using gamete donation) in comparison to key international and European regulations. The last work package is designed to explore values, decision making process and experience of intending Indian parents regarding their chosen means of family formation using qualitative research methods. The insights generated from this project will be relevant for evidence based regulatory approaches to ARTs and adoption not only in India and other low-resource countries but also for global regulation of cross-border reproductive care. This interdisciplinary research project will be situated at the Bioethics Institute Ghent (BIG) with a secondment to the department of Reproductive Health and Research (RHR) at WHO Geneva for four months at the end.","2022-07-26 20:05:00","215652","10.3030/798555"
"633635","DiaChemo","CLOSED","Point-of-care microfluidic device for quantification of chemotherapeutic drugs in small body fluid samples by highly selective nanoparticle extraction and liquid crystal detection","2015-05-01","2020-10-31","5240708,13","4654333","H2020-EU.3.1.","PHC-10-2014","2015-04-13","H2020","H2020-PHC-2014-2015","H2020-PHC-2014-two-stage","RIA","","The decision-making in chemotherapy nowadays depends on standard methods that are liquid chromatography (LC-MS/MS) followed by mass spectrometry or capillary electrophoresis; both are labour- and cost-intensive and can be performed only in dedicated hospitals and laboratories. This lead to a minimal therapeutic drug monitoring in patients and hence that 30-60% of drugs are administered without clinical benefits.  We propose to develop a point-of-care device for quantification of chemotherapeutic drugs in small body fluid samples by highly selective nanoparticle extraction and liquid crystal detection incorporated in microfluidic lab-on-chip device (optofluidics based) allowing the real-time drug monitoring. This will improve the therapeutic outcome and reduced health care costs.","2022-08-22 20:22:00","193248","10.3030/633635"
"880060","SwissEENissme3.0","SIGNED","“Swiss EEN Innovation Support actions for SMEs” in the frame of the European Innovation Council programme 2020-2021.","2020-01-01","2021-12-31","681047,5","681047","H2020-EU.2.3.","H2020-EEN-GA4","2020-02-04","H2020","H2020-EEN-GA4","H2020-EEN-GA4","CSA","","Innovation support and enhancement measures for Swiss SMEs in the frame of the European Innovation Council Program and delivered by the Swiss EEN consortium in the years 2020 and 2021.","2022-08-18 16:04:00","227086","10.3030/880060"
"875163","Photopharm","CLOSED","Photopharmacology: From Academia toward the Clinic.","2020-01-01","2021-06-30","0","150000","H2020-EU.1.1.","ERC-2019-POC","2019-12-05","H2020","ERC-2019-PoC","ERC-2019-PoC","ERC-POC-LS","","Photopharmacology: from academia toward the clinic aims at the development of our platform technology from an academically emerging field towards a technology which has proven clinical applicability. Within this project novel photopharmacological targets will be evaluated and investigated. Additionally, in vivo proof of concept will be generated to make our technology ready for further clinical validation.","2022-08-24 01:22:00","226568","10.3030/875163"
"683913","S3D","CLOSED","Feasibility study to determine the use of ITS technology to replace nuclear density meters in mining, dredging and other areas of hydraulic transport.","2015-07-01","2015-12-31","71429","50000","H2020-EU.2.1.2.","NMP-25-2015-1","2015-06-12","H2020","H2020-SMEInst-2014-2015","H2020-SMEINST-1-2015","SME-1","","Safe solid slurry detector is a new instrument which uses electrical process tomography to determine the density of solids flowing in dense phase hydraulic conveying","2022-08-11 10:19:00","197390","10.3030/683913"
