projectID,topic,title
848228,SC1-BHC-01-2019,Understanding causative mechanisms in co- and multimorbidities combining mental and non-mental disorders
860718,MSCA-ITN-2019,Innovative Training Networks
963876,ERC-2020-POC,Call for proposals for ERC Proof of Concept Grant
952003,DT-ICT-03-2020,I4MS (phase 4) - uptake of digital game changers
669371,ERC-ADG-2014,ERC Advanced Grant
634107,PHC-32-2014,Advancing bioinformatics to meet biomedical and clinical needs
633190,PHC-13-2014,New therapies for chronic non-communicable diseases
675324,MSCA-ITN-2015-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
824982,SC1-BHC-23-2018,"Novel patient-centred approaches for survivorship, palliation and/or end-of-life care"
800046,MSCA-IF-2017,Individual Fellowships
768338,ERC-2017-PoC,ERC-Proof of Concept
854843,ERC-2019-SyG,ERC Synergy Grant
821522,IMI2-2017-13-04,Mitochondrial Dysfunction in Neurodegeneration
642687,MSCA-ITN-2014-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
101000942,ERC-2020-COG,ERC CONSOLIDATOR GRANTS
722456,MSCA-ITN-2016,Innovative Training Networks
794296,MSCA-IF-2017,Individual Fellowships
674911,MSCA-ITN-2015-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
667302,PHC-03-2015,Understanding common mechanisms of diseases and their relevance in co-morbidities
705630,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
101001270,ERC-2020-COG,ERC CONSOLIDATOR GRANTS
889328,MSCA-IF-2019,Individual Fellowships
848196,SC1-BHC-25-2019,Demonstration pilots for implementation of personalised medicine in healthcare
737390,FETOPEN-01-2016-2017,FET-Open research and innovation actions
688188,ICT-24-2015,Robotics
833247,ERC-2018-ADG,ERC Advanced Grant
661644,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
824536,SwafS-09-2018-2019-2020,Supporting research organisations to implement gender equality plans
899287,FETOPEN-01-2018-2019-2020,FET-Open Challenging Current Thinking
634479,PHC-01-2014,"Understanding health, ageing and disease: determinants, risk factors and pathways"
891484,MSCA-IF-2019,Individual Fellowships
101030641,MSCA-IF-2020,Individual Fellowships
805031,ERC-2018-STG,ERC Starting Grant
814302,MSCA-ITN-2018,Innovative Training Networks
955576,MSCA-ITN-2020,Innovative Training Networks
659907,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
682275,ERC-CoG-2015,ERC Consolidator Grant
758913,ERC-2017-STG,ERC Starting Grant
951459,ERC-2020-SyG,ERC Synergy Grant
787622,ERC-2017-ADG,ERC Advanced Grant
683262,ERC-CoG-2015,ERC Consolidator Grant
951393,ERC-2020-SyG,ERC Synergy Grant
834618,ERC-2018-ADG,ERC Advanced Grant
812969,MSCA-ITN-2018,Innovative Training Networks
728018,SFS-38-2016,"Impulsivity and compulsivity and the link with nutrition, lifestyle and the socio-economic environment"
886046,MSCA-IF-2019,Individual Fellowships
898134,MSCA-IF-2019,Individual Fellowships
777554,INFRADEV-01-2017,Design Studies
953326,MSCA-ITN-2020,Innovative Training Networks
642820,MSCA-ITN-2014-EID,Marie Skłodowska-Curie Innovative Training Networks (ITN-EID)
763560,WIDESPREAD-04-2017,Teaming Phase 1
825410,SC1-BHC-03-2018,"Exploiting research outcomes and application potential of the human microbiome for personalised prediction, prevention and treatment of disease"
771059,ERC-2017-COG,ERC Consolidator Grant
641549,MSCA-ITN-2014-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
732546,ICT-12-2016,Net Innovation Initiative
874721,SC1-BHC-07-2019,Regenerative medicine: from new insights to new applications
818110,DT-SFS-14-2018,Personalized Nutrition
871106,INFRADEV-03-2018-2019,Individual support to ESFRI and other world-class research infrastructures
678286,ERC-StG-2015,ERC Starting Grant
654148,INFRAIA-1-2014-2015,Integrating and opening existing national and regional research infrastructures of European interest
645622,ICT-32-2014,"Cybersecurity, Trustworthy ICT"
772337,ERC-2017-COG,ERC Consolidator Grant
864180,ERC-2019-COG,ERC Consolidator Grant
841843,MSCA-IF-2018,Individual Fellowships
860675,MSCA-ITN-2019,Innovative Training Networks
794657,MSCA-IF-2017,Individual Fellowships
659838,MSCA-IF-2014-GF,Marie Skłodowska-Curie Individual Fellowships (IF-GF)
634439,PHC-17-2014,Comparing the effectiveness of existing healthcare interventions in the elderly
659221,MSCA-IF-2014-GF,Marie Skłodowska-Curie Individual Fellowships (IF-GF)
813120,MSCA-ITN-2018,Innovative Training Networks
731046,INFRADEV-03-2016-2017,Individual support to ESFRI and other world-class research infrastructures
847422,SC1-BHC-14-2019,"Stratified host-directed approaches to improve prevention, treatment and/or cure of infectious diseases"
790085,MSCA-IF-2017,Individual Fellowships
846392,MSCA-IF-2018,Individual Fellowships
788980,ERC-2017-ADG,ERC Advanced Grant
101033489,MSCA-IF-2020,Individual Fellowships
955321,MSCA-ITN-2020,Innovative Training Networks
693400,ERC-ADG-2015,ERC Advanced Grant
823890,MSCA-RISE-2018,Research and Innovation Staff Exchange
668303,PHC-24-2015,Piloting personalised medicine in health and care systems
871096,INFRADEV-03-2018-2019,Individual support to ESFRI and other world-class research infrastructures
765549,MSCA-ITN-2017,Innovative Training Networks
875508,IMI2-2019-17-03,Intelligent prediction and identification of environmental risks posed by human medicinal products
841909,MSCA-IF-2018,Individual Fellowships
713533,ERC-PoC-2015,ERC Proof of Concept Grant
750026,MSCA-IF-2016,Individual Fellowships
802210,ERC-2018-STG,ERC Starting Grant
682591,ERC-CoG-2015,ERC Consolidator Grant
640074,ERC-StG-2014,ERC Starting Grant
765298,MSCA-ITN-2017,Innovative Training Networks
802940,ERC-2018-STG,ERC Starting Grant
101003608,SC1-PHE-CORONAVIRUS-2020,Advancing knowledge for the clinical and public health response to the 2019-nCoV epidemic
851963,ERC-2019-STG,ERC Starting Grant
850849,ERC-2019-STG,ERC Starting Grant
853995,IMI2-2018-15-03,Microenvironment imposed signatures in tissue and liquid biopsies in immune- mediated diseases
871124,INFRAIA-01-2018-2019,Integrating Activities for Advanced Communities
689150,WATER-2b-2015,"Integrated approaches to food security, low-carbon energy, sustainable water management and climate change mitigation:"
634789,PHC-17-2014,Comparing the effectiveness of existing healthcare interventions in the elderly
679614,ERC-StG-2015,ERC Starting Grant
817947,ERC-2018-COG,ERC Consolidator Grant
818399,ERC-2018-COG,ERC Consolidator Grant
839177,MSCA-IF-2018,Individual Fellowships
635122,PHC-13-2014,New therapies for chronic non-communicable diseases
804985,ERC-2018-STG,ERC Starting Grant
788503,SwafS-14-2017,A Linked-up Global World of RRI
731060,INFRAIA-01-2016-2017,Integrating Activities for Advanced Communities
852189,ERC-2019-STG,ERC Starting Grant
955722,MSCA-ITN-2020,Innovative Training Networks
948786,ERC-2020-STG,ERC STARTING GRANTS
722346,MSCA-ITN-2016,Innovative Training Networks
777389,IMI2-2016-10-04,Creation of a pan-European Paediatric Clinical Trials Network
847507,SC1-BHC-14-2019,"Stratified host-directed approaches to improve prevention, treatment and/or cure of infectious diseases"
740295,ERC-2016-ADG,ERC Advanced Grant
682022,ERC-CoG-2015,ERC Consolidator Grant
101003589,SC1-PHE-CORONAVIRUS-2020,Advancing knowledge for the clinical and public health response to the 2019-nCoV epidemic
733032,SC1-PM-05-2016,The European Human Biomonitoring Initiative
634415,PHC-10-2014,"Development of new diagnostic tools and technologies: in vitro devices, assays and platforms"
693064,ERC-PoC-2015,ERC Proof of Concept Grant
832350,MSCA-IF-2018,Individual Fellowships
859908,MSCA-ITN-2019,Innovative Training Networks
964908,SC1-HCO-20-2020,Coordination of clinical research activities of the European Reference Networks
847879,SC1-BHC-01-2019,Understanding causative mechanisms in co- and multimorbidities combining mental and non-mental disorders
705555,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
788734,ERC-2017-ADG,ERC Advanced Grant
770244,ERC-2017-COG,ERC Consolidator Grant
727666,ERC-PoC-2016,ERC-Proof of Concept-2016
655771,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
101008500,INFRAIA-02-2020,Integrating Activities for Starting Communities
737607,ERC-PoC-2016,ERC-Proof of Concept-2016
658868,MSCA-IF-2014-GF,Marie Skłodowska-Curie Individual Fellowships (IF-GF)
101017255,ICT-57-2020,"An empowering, inclusive Next Generation Internet"
828753,FETOPEN-01-2018-2019-2020,FET-Open Challenging Current Thinking
766287,MSCA-ITN-2017,Innovative Training Networks
101016982,ICT-57-2020,"An empowering, inclusive Next Generation Internet"
772663,ERC-2017-COG,ERC Consolidator Grant
640422,ERC-StG-2014,ERC Starting Grant
115952,IMI2-2015-05-04,Understanding the role of amyloid imaging biomarkers in the current and future diagnosis and management of patients across the spectrum of cognitive impairment (from pre-dementia to dementia)
115910,IMI2-2015-03-05,Pertussis vaccination research
724281,ERC-2016-COG,ERC Consolidator Grant
743941,MSCA-IF-2016,Individual Fellowships
837703,MSCA-IF-2018,Individual Fellowships
844734,MSCA-IF-2018,Individual Fellowships
958840,EIC-FTI-2018-2020,Fast Track to Innovation (FTI)
705939,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
788982,ERC-2017-ADG,ERC Advanced Grant
846702,MSCA-IF-2018,Individual Fellowships
641652,MSCA-ITN-2014-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
764281,MSCA-ITN-2017,Innovative Training Networks
634928,PHC-10-2014,"Development of new diagnostic tools and technologies: in vitro devices, assays and platforms"
643809,PHC-15-2014,Clinical research on regenerative medicine
840286,MSCA-IF-2018,Individual Fellowships
676408,MSCA-ITN-2015-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
871149,INFRAIA-01-2018-2019,Integrating Activities for Advanced Communities
872557,SwafS-15-2018-2019,Exploring and supporting citizen science
795921,MSCA-IF-2017,Individual Fellowships
862568,SFS-04-2019-2020,Integrated health approaches and alternatives to pesticide use
733008,SC1-PM-09-2016,New therapies for chronic diseases
644333,ICT-17-2014,Cracking the language barrier
732968,ICT-29-2016,Photonics KET 2016
833964,ERC-2018-ADG,ERC Advanced Grant
856538,ERC-2019-SyG,ERC Synergy Grant
779317,SC1-PM-11-2016-2017,Clinical research on regenerative medicine
834441,ERC-2018-ADG,ERC Advanced Grant
713481,FETOPEN-RIA-2014-2015,FET-Open research projects
835279,ERC-2018-ADG,ERC Advanced Grant
724115,SwafS-25-2016,Celebrating European Science
731574,ICT-06-2016,Cloud Computing
956758,MSCA-ITN-2020,Innovative Training Networks
671458,FCH-02.8-2014,Improvement of electrolyser design for grid integration
101000063,IBA-SWFS-SCIENTIX-2020,SCIENTIX IV - Building and managing Science Education Community in Europe by promoting Inquiry-Based Science Education and other initiatives at national level
736351,FCH-02-7-2016,Demonstration of large-scale rapid response electrolysis to provide grid balancing services and to supply hydrogen markets
646469,LCE-07-2014,Distribution grid and retail market
779541,FCH-02-12-2017,Demonstration of fuel cell-based energy storage solutions for isolated micro-grid or off-grid remote areas
686116,NMP-02-2015,Integration of novel nano materials into existing production lines
817578,BG-08-2018-2019,All Atlantic Ocean Research Alliance Flagship
700359,FCH-02.1-2015,Improved electrolysis for Off-grid Hydrogen production
820989,LC-CLA-08-2018,"Addressing knowledge gaps in climate science, in support of IPCC reports"
813006,MSCA-ITN-2018,Innovative Training Networks
754016,EE-14-2016-2017,Construction skills
852048,FETOPEN-03-2018-2019-2020,FET Innovation Launchpad
734833,MSCA-RISE-2016,Research and Innovation Staff Exchange
727348,LCE-07-2016-2017,Developing the next generation technologies of renewable electricity and heating/cooling
747775,MSCA-IF-2016,Individual Fellowships
655162,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
832121,MSCA-IF-2018,Individual Fellowships
731014,INFRAIA-01-2016-2017,Integrating Activities for Advanced Communities
675752,MSCA-ITN-2015-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
101018756,MSCA-IF-2020,Individual Fellowships
885931,NMBP-34-2019,In support of documentary standards (CSA)
101007531,MSCA-RISE-2020,Research and Innovation Staff Exchange
633464,ISIB-04a-2014,Improved forest data
674899,MSCA-ITN-2015-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
699260,Sesar-02-2015,Data Science in ATM
101023202,BBI-2020-SO2-R2,Develop integral fractionation of lignocellulose to produce components for high-value applications
101026162,MSCA-IF-2020,Individual Fellowships
696371,SFS-14b-2015,Authentication of food products
101007006,LC-SC3-RES-1-2019-2020,Developing the next generation of renewable energy technologies
824087,INFRAEOSC-04-2018,Connecting ESFRI infrastructures through Cluster projects
652615,ISIB-12a-2014,Sustainable and resilient agriculture for food and non-food systems
654168,INFRAIA-1-2014-2015,Integrating and opening existing national and regional research infrastructures of European interest
661361,MSCA-IF-2014-GF,Marie Skłodowska-Curie Individual Fellowships (IF-GF)
844977,MSCA-IF-2018,Individual Fellowships
653508,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
658844,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
680894,ERC-PoC-2015,ERC Proof of Concept Grant
853468,ERC-2019-STG,ERC Starting Grant
760928,NMBP-12-2017,Development of a reliable methodology for better risk management of engineered biomaterials in Advanced Therapy Medicinal Products and/or Medical Devices
851929,ERC-2019-STG,ERC Starting Grant
646172,LCE-04-2014,"Market uptake of existing and emerging renewable electricity, heating and cooling technologies"
101025130,MSCA-IF-2020,Individual Fellowships
765866,MSCA-ITN-2017,Innovative Training Networks
727600,LCE-08-2016-2017,Development of next generation biofuel technologies
723360,MG-2.2-2016,"Development, production and use of high performance and lightweight materials for vessels and equipment"
101036107,MSCA-NIGHT-2020bis,European Researchers' Night
679942,ERC-PoC-2015,ERC Proof of Concept Grant
892863,MSCA-IF-2019,Individual Fellowships
884411,LC-SC3-RES-7-2019,Solar Energy in Industrial Processes
945096,SC1-BHC-08-2020,New interventions for Non-Communicable Diseases
685474,BIOTEC-6-2015,Metagenomics as innovation driver
887407,BBI-2019-SO2-R5,Convert plant oils and fats into safe high-added-value products for various applications including food and personal care
101017746,FETPROACT-EIC-07-2020,FET Proactive: emerging paradigms and communities
958252,CE-SC5-07-2020,"Raw materials innovation for the circular economy: sustainable processing, reuse, recycling and recovery schemes"
101003757,LC-CLA-11-2020,Innovative nature-based solutions for carbon neutral cities and improved air quality
101006201,SwafS-23-2020,Grounding RRI in society with a focus on citizen science
863034,BG-08-2018-2019,All Atlantic Ocean Research Alliance Flagship
101004311,DT-SPACE-25-EO-2020,Big data technologies and Artificial Intelligence for Copernicus
869505,SC5-14-2019,Visionary and integrated solutions to improve well-being and health in cities
101000240,BG-11-2020,"Towards a productive, healthy, resilient, sustainable and highly-valued Black Sea"
654109,INFRAIA-1-2014-2015,Integrating and opening existing national and regional research infrastructures of European interest
642196,MSCA-ITN-2014-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
892427,FETOPEN-01-2018-2019-2020,FET-Open Challenging Current Thinking
848109,SC1-BHC-01-2019,Understanding causative mechanisms in co- and multimorbidities combining mental and non-mental disorders
639226,ERC-StG-2014,ERC Starting Grant
101001038,ERC-2020-COG,ERC CONSOLIDATOR GRANTS
955343,MSCA-NIGHT-2020,European Researchers' Night
727315,SFS-23-2016,Improving the technical performance of the Mediterranean aquaculture
634476,SFS-07a-2014,Traditional resources for agricultural diversity and the food chain
862253,LC-NMBP-29-2019,Materials for non-battery based energy storage (RIA)
862626,BG-07-2019-2020,The Future of Seas and Oceans Flagship Initiative
817527,SC5-18-2018,Valuing nature: mainstreaming natural capital in policies and in business decision-making
814418,BIOTEC-03-2018,Synthetic biology to expand diversity of nature's chemical production (RIA)
731070,INFRAIA-02-2017,Integrating Activities for Starting Communities
792150,MSCA-IF-2017,Individual Fellowships
956325,MSCA-ITN-2020,Innovative Training Networks
820770,CE-SPIRE-10-2018,Efficient recycling processes for plastic containing materials (IA)
644956,ICT-26-2014,Photonics KET
676564,INFRADEV-3-2015,Individual implementation and operation of ESFRI projects
895340,MSCA-IF-2019,Individual Fellowships
101000226,SFS-13-2020,Genome and epigenome enabled breeding in terrestrial livestock
837874,ERC-2018-PoC,ERC Proof of Concept Grant
817612,LC-SC3-RES-21-2018,Development of next generation biofuels and alternative renewable fuel technologies for road transport
963954,ERC-2020-POC,Call for proposals for ERC Proof of Concept Grant
101027784,MSCA-IF-2020,Individual Fellowships
774632,RUR-10-2016-2017,Thematic Networks compiling knowledge ready for practice
633211,BG-08-2014,Developing in-situ Atlantic Ocean Observations for a better management and sustainable exploitation of the maritime resources
664440,WIDESPREAD-1-2014,Teaming
869625,CE-SC5-07-2018-2019-2020,"Raw materials innovation for the circular economy: sustainable processing, reuse, recycling and recovery schemes"
848158,SC1-BHC-01-2019,Understanding causative mechanisms in co- and multimorbidities combining mental and non-mental disorders
689176,MSCA-RISE-2015,Marie Skłodowska-Curie Research and Innovation Staff Exchange (RISE)
757886,ERC-2017-STG,ERC Starting Grant
101017111,ICT-46-2020,Robotics in Application Areas and Coordination & Support
862613,SFS-28-2018-2019-2020,Genetic resources and pre-breeding communities
648518,ERC-CoG-2014,ERC Consolidator Grant
641185,LCE-15-2014,Enabling decarbonisation of the fossil fuel-based power sector and energy intensive industry through CCS
705639,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
723575,SPIRE-02-2016,Plant-wide monitoring and control of data-intensive processes
766327,MSCA-ITN-2017,Innovative Training Networks
792544,MSCA-IF-2017,Individual Fellowships
678193,BG-02-2015,Forecasting and anticipating effects of climate change on fisheries and aquaculture
833106,ERC-2018-ADG,ERC Advanced Grant
101032910,MSCA-IF-2020,Individual Fellowships
681740,ERC-CoG-2015,ERC Consolidator Grant
952869,NMBP-35-2020,Towards harmonised characterisation protocols in NMBP (RIA)
725743,ERC-2016-COG,ERC Consolidator Grant
813599,MSCA-ITN-2018,Innovative Training Networks
765290,MSCA-ITN-2017,Innovative Training Networks
795537,MSCA-IF-2017,Individual Fellowships
812699,MSCA-ITN-2018,Innovative Training Networks
739503,INFRADEV-02-2016,Preparatory Phase and support to early phase of ESFRI projects
776642,SC5-16-2016-2017,Raw materials international co-operation
676876,SFS-07b-2015,Management and sustainable use of genetic resources
101022633,LC-SC3-RES-25-2020,International cooperation with Japan for Research and Innovation on advanced biofuels and alternative renewable fuels
862874,SFS-12-2019,A vaccine against African swine fever
653961,INFRASUPP-6-2014,International cooperation for research infrastructures
800396,MSCA-IF-2017,Individual Fellowships
720783,NMBP-01-2016,Novel hybrid materials for heterogeneous catalysis
101036449,LC-GD-8-1-2020,"Innovative, systemic zero-pollution solutions to protect health, environment and natural resources from persistent and mobile chemicals"
674846,INNOVATION,Enhancing the innovation management capacity of SMEs
899616,FETOPEN-01-2018-2019-2020,FET-Open Challenging Current Thinking
838317,MSCA-IF-2018,Individual Fellowships
101024255,MSCA-IF-2020,Individual Fellowships
825762,SC1-BHC-27-2018,New testing and screening methods to identify endocrine disrupting chemicals
689518,SC5-07-2015,More effective ecosystem restoration in the EU
101000224,SFS-40-2020,Healthy soils for healthy food production
838991,MSCA-IF-2018,Individual Fellowships
893089,MSCA-IF-2019,Individual Fellowships
740916,MSCA-IF-2016,Individual Fellowships
727624,SFS-11-2016,Challenges for disease management: Perennial crops in the tropics and sub-tropics
640120,ERC-PoC-2014,ERC Proof of Concept Grant
783190,ECSEL-2017-2,RIA
797236,MSCA-IF-2017,Individual Fellowships
862583,DT-NMBP-08-2019,Real-time nano-characterisation technologies (RIA)
824131,INFRADEV-03-2018-2019,Individual support to ESFRI and other world-class research infrastructures
681299,ERC-CoG-2015,ERC Consolidator Grant
831302,H2020EENSGA3,EEN H2020 SGA3
833617,ERC-2018-ADG,ERC Advanced Grant
751587,MSCA-IF-2016,Individual Fellowships
824068,INFRAEOSC-04-2018,Connecting ESFRI infrastructures through Cluster projects
890574,MSCA-IF-2019,Individual Fellowships
730798,FTIPilot-01-2016,Fast Track to Innovation Pilot
843337,MSCA-IF-2018,Individual Fellowships
956150,MSCA-ITN-2020,Innovative Training Networks
665337,FETOPEN-RIA-2014-2015,FET-Open research projects
677353,SFS-07b-2015,Management and sustainable use of genetic resources
654906,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
686585,FETOPEN-RIA-2014-2015,FET-Open research projects
834329,MSCA-IF-2018,Individual Fellowships
642742,MSCA-ITN-2014-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
722416,MSCA-ITN-2016,Innovative Training Networks
690575,MSCA-RISE-2015,Marie Skłodowska-Curie Research and Innovation Staff Exchange (RISE)
863170,FETOPEN-01-2018-2019-2020,FET-Open Challenging Current Thinking
101023017,MSCA-IF-2020,Individual Fellowships
654360,INFRAIA-1-2014-2015,Integrating and opening existing national and regional research infrastructures of European interest
844159,MSCA-IF-2018,Individual Fellowships
641538,SC5-18a-2014,"Coordinating European Observation Networks to reinforce the knowledge base for climate, natural resources and raw materials"
813439,MSCA-ITN-2018,Innovative Training Networks
101007176,FCH-02-5-2020,Underground storage of renewable hydrogen in depleted gas fields and other geological stores
832980,ERC-2018-ADG,ERC Advanced Grant
871155,SwafS-01-2018-2019-2020,Open schooling and collaboration on science education
741930,ERC-2016-ADG,ERC Advanced Grant
692480,ECSEL-15-2015,"Semicondutor Process, Equipment and Materials"
728003,RUR-06-2016,"Crop diversification systems for the delivery of food, feed, industrial products and ecosystems services - from farm benefits to value-chain organisation"
869896,CE-SPIRE-04-2019,Efficient integrated downstream processes (IA)
101018321,MSCA-IF-2020,Individual Fellowships
823783,FETPROACT-01-2018,FET Proactive: emerging paradigms and communities
101031558,MSCA-IF-2020,Individual Fellowships
785994,ERC-2017-ADG,ERC Advanced Grant
730497,SC5-09-2016,Operationalising insurance value of ecosystems
708351,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
864195,ERC-2019-COG,ERC Consolidator Grant
779550,FCH-01-2-2017,Towards next generation of PEMFC: Non-PGM catalysts
846097,MSCA-IF-2018,Individual Fellowships
890815,MSCA-IF-2019,Individual Fellowships
657769,MSCA-IF-2014-GF,Marie Skłodowska-Curie Individual Fellowships (IF-GF)
895152,MSCA-IF-2019,Individual Fellowships
862862,SFS-28-2018-2019-2020,Genetic resources and pre-breeding communities
951631,ERC-2020-SyG,ERC Synergy Grant
101027534,MSCA-IF-2020,Individual Fellowships
951994,WIDESPREAD-05-2020,Twinning
817619,LC-SC3-RES-28-2018-2019-2020,Market Uptake support
799712,MSCA-IF-2017,Individual Fellowships
832543,MSCA-IF-2018,Individual Fellowships
707587,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
652831,INFRAIA-1-2014-2015,Integrating and opening existing national and regional research infrastructures of European interest
771134,SFS-19-2016-2017,ERA-NET Cofund: Public-Public Partnerships in the bioeconomy
746876,MSCA-IF-2016,Individual Fellowships
956697,MSCA-ITN-2020,Innovative Training Networks
730960,INFRAIA-01-2016-2017,Integrating Activities for Advanced Communities
680395,SPIRE-05-2015,New adaptable catalytic reactor methodologies for Process Intensification
785019,EE-14-2016-2017,Construction skills
773713,SFS-21-2016-2017,Advancing basic biological knowledge and improving management tools for commercially important fish and other seafood species
817663,SFS-33-2018,Support to the implementation of the EU-Africa Research and Innovation Partnership on Food and Nutrition Security & Sustainable Agriculture (FNSSA)
730965,INFRAIA-02-2017,Integrating Activities for Starting Communities
788250,ERC-2017-ADG,ERC Advanced Grant
840374,MSCA-IF-2018,Individual Fellowships
705163,MSCA-IF-2015-GF,Marie Skłodowska-Curie Individual Fellowships (IF-GF)
101007579,MSCA-RISE-2020,Research and Innovation Staff Exchange
773400,BG-08-2017,Innovative sustainable solutions for improving the safety and dietary properties of seafood
952219,FETPROACT-EIC-05-2019,FET Proactive: emerging paradigms and communities
754630,ERC-PoC-2016,ERC-Proof of Concept-2016
796007,MSCA-IF-2017,Individual Fellowships
101000580,LC-FNR-13-2020,Bio-based industries leading the way in turning carbon dioxide emissions into chemicals
671093,ERC-ADG-2014,ERC Advanced Grant
679796,SFS-05-2015,"Strategies for crop productivity, stability and quality"
740920,DS-04-2016,Economics of Cybersecurity
634495,SFS-09-2014,Towards a gradual elimination of discards in European fisheries
861088,MSCA-ITN-2019,Innovative Training Networks
749645,MSCA-IF-2016,Individual Fellowships
842652,MSCA-IF-2018,Individual Fellowships
707477,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
777431,INFRADEV-01-2017,Design Studies
829162,FETOPEN-01-2018-2019-2020,FET-Open Challenging Current Thinking
956548,MSCA-ITN-2020,Innovative Training Networks
101029019,MSCA-IF-2020,Individual Fellowships
669504,ERC-ADG-2014,ERC Advanced Grant
774652,SFS-43-2017,Earth observation services for the monitoring of agricultural production in Africa
798269,MSCA-IF-2017,Individual Fellowships
737180,FETOPEN-01-2016-2017,FET-Open research and innovation actions
773051,ERC-2017-COG,ERC Consolidator Grant
760858,NMBP-35-2017,Innovative solutions for the conservation of 20th century cultural heritage
654615,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
101037031,LC-GD-3-2-2020,Demonstration of systemic solutions for the territorial deployment of the circular economy
825619,ICT-26-2018-2020,Artificial Intelligence
815003,MG-3-3-2018,"Driver behaviour and acceptance of connected, cooperative and automated transport"
705464,MSCA-IF-2015-GF,Marie Skłodowska-Curie Individual Fellowships (IF-GF)
654142,EINFRA-1-2014,"Managing, preserving and computing with big research data"
727495,SFS-19-2016-2017,ERA-NET Cofund: Public-Public Partnerships in the bioeconomy
101017116,ICT-36-2020,Disruptive photonics technologies
724529,ERC-2016-COG,ERC Consolidator Grant
754397,MSCA-COFUND-2016,"Co-funding of regional, national and international programmes"
757829,ERC-2017-STG,ERC Starting Grant
702473,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
101027914,MSCA-IF-2020,Individual Fellowships
894223,MSCA-IF-2019,Individual Fellowships
689527,SC5-13c-2015,Innovation friendly minerals policy framework
897784,MSCA-IF-2019,Individual Fellowships
101004761,INFRAINNOV-04-2020,Innovation pilots
847552,NFRP-2018-4,Improved nuclear data for energy and non-energy modelling applications.
813748,MSCA-ITN-2018,Innovative Training Networks
688175,ICT-24-2015,Robotics
686009,NMP-12-2015,Biomaterials for treatment and prevention of Alzheimer's disease
802182,ERC-2018-STG,ERC Starting Grant
645479,MSCA-RISE-2014,Marie Skłodowska-Curie Research and Innovation Staff Exchange (RISE)
956126,MSCA-ITN-2020,Innovative Training Networks
813547,MSCA-ITN-2018,Innovative Training Networks
896293,MSCA-IF-2019,Individual Fellowships
776679,SC5-15-2016-2017,Raw materials policy support actions
708152,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
101030103,MSCA-IF-2020,Individual Fellowships
115975,IMI2-2015-05-06,From ApoE biology to validated Alzheimer’s disease targets
101000302,BG-10-2020,Fisheries in the full ecosystem context
795272,MSCA-IF-2017,Individual Fellowships
811284,MSCA-ITN-2018,Innovative Training Networks
824072,FETPROACT-01-2018,FET Proactive: emerging paradigms and communities
844142,MSCA-IF-2018,Individual Fellowships
101037424,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions
750640,MSCA-IF-2016,Individual Fellowships
739530,INFRADEV-02-2016,Preparatory Phase and support to early phase of ESFRI projects
773330,SFS-32-2017,"Promoting and supporting the eco-intensification of aquaculture production systems: inland (including fresh water), coastal zone, and offshore"
685445,NMP-19-2015,"Materials for severe operating conditions, including added-value functionalities"
796941,MSCA-IF-2017,Individual Fellowships
950013,ERC-2020-STG,ERC STARTING GRANTS
691287,LCE-21-2015,"Modelling and analysing the energy system, its transformation and impacts"
